Identifier,ARN,Resource type,Region,AWS Account,Application,LastReportedAt,Service,Tags,Tag:cost-center,Tag:aws:cloudformation:logical-id,Tag:aws:cloudformation:stack-id,Tag:aws:cloudformation:stack-name,Tag:InstanceScheduler-LastAction,Tag:Name,Tag:project,Tag:dlm:managed,Tag:Schedule,Tag:CdkGenerated,Tag:Environment,Tag:Sector,Tag:DNS5,Tag:deploy-stp-integraion-testing,Tag:DNS3,Tag:deploy-stp-api-testing,Tag:DNS2,Tag:instance-id,Tag:Backup,Tag:deploy-stp-acf-testing,Tag:DNS1,Tag:deploy-stp-identity-testing,Tag:DNS4,Tag:aws:dlm:lifecycle-schedule-name,Tag:aws:dlm:lifecycle-policy-id,Tag:Arasco-Prod,Tag:wes-api-dev-deploy,Tag:DNS6,Tag:deploy-stp-acf-staging,Tag:deploy-stp-audit-staging,Tag:deploy-stp-integrations-staging,Tag:deploy-stp-api-staging,Tag:deploy-stp-identity-staging,Tag:deploy-stp-api-preproduction,Tag:deploy-stp-acf-preproduction,Tag:deploy-stp-identity-preproduction,Tag:deploy-stp-integrations-preproduction,Tag:stp-acf-deploy,Tag:Application-Identity,Tag:Application,Tag:Env.,Tag:Solutions:SolutionID,Tag:Solutions:SolutionName,Tag:Solutions:SolutionVersion,Tag:Solutions:ApplicationType,Tag:aws:servicecatalog:applicationName,Tag:aws:ssmmessages:session-id,Tag:aws:ssmmessages:target-id,Tag:NLA-DEV,Tag:ims-api-dev-deploy,Tag:QuickSetupManagerID,Tag:QuickSetupDefinitionID,Tag:QuickSetupManagerRegion,Tag:QuickSetupManagerArn,Tag:QuickSetupManagerAccount,Tag:QuickSetupDocument,Tag:QuickSetupDocumentVersionName,Tag:aws:servicecatalog:attributeGroupName,Tag:env,Tag:EnableAWSServiceCatalogAppRegistry,Tag:aws:servicecatalog:applicationId,Tag:aws:servicecatalog:applicationArn,Tag:wes-api-testing-deploy
e0b662e6-42aa-49da-84de-81351b4aa1fd,arn:aws:lambda:eu-west-3:405124853097:event-source-mapping:e0b662e6-42aa-49da-84de-81351b4aa1fd,lambda:event-source-mapping,eu-west-3,405124853097,-,Wed Dec 17 2025 05:36:18 GMT+0200 (Eastern European Standard Time),lambda,3,(not tagged),ASGSchedulerScheduleUpdateHandlerDynamoDBEventSourceinstancescheduleronawsConfigTableF5DC8AC47898FC2D,arn:aws:cloudformation:eu-west-3:405124853097:stack/instance-scheduler/fb16dc00-8572-11ef-b0a8-066108d37c5b,instance-scheduler,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodeBuildBasePolicy-AWSCodePipelineServiceRole-euw3-stp-integrations-dev-eu-west-3,arn:aws:iam::405124853097:policy/service-role/CodeBuildBasePolicy-AWSCodePipelineServiceRole-euw3-stp-integrations-dev-eu-west-3,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:04:46 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodeBuildBasePolicy-ct-net-dev-buildproject-eu-west-3,arn:aws:iam::405124853097:policy/service-role/CodeBuildBasePolicy-ct-net-dev-buildproject-eu-west-3,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:04:47 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-0ad915bdb598e6bc5,arn:aws:ec2:me-south-1:405124853097:security-group-rule/sgr-0ad915bdb598e6bc5,ec2:security-group-rule,me-south-1,405124853097,-,Thu Dec 18 2025 05:12:36 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memorydb-valkey7,arn:aws:memorydb:eu-central-1:405124853097:parametergroup/default.memorydb-valkey7,memorydb:parametergroup,eu-central-1,405124853097,-,Sat Dec 20 2025 07:43:04 GMT+0200 (Eastern European Standard Time),memorydb,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodePipeline-CodeConnections-eu-west-3-wes-serial-generator-development,arn:aws:iam::405124853097:policy/service-role/CodePipeline-CodeConnections-eu-west-3-wes-serial-generator-development,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:05:00 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-03d6658b922dffc3a,arn:aws:ec2:eu-west-3:405124853097:security-group-rule/sgr-03d6658b922dffc3a,ec2:security-group-rule,eu-west-3,405124853097,-,Wed Dec 17 2025 09:44:29 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
s-e2b8b00415484ba78/kamal,arn:aws:transfer:eu-west-3:405124853097:user/s-e2b8b00415484ba78/kamal,transfer:user,eu-west-3,405124853097,-,Sat Nov 29 2025 15:15:24 GMT+0200 (Eastern European Standard Time),transfer,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.mysql8.0,arn:aws:rds:eu-west-3:405124853097:pg:default.mysql8.0,rds:pg,eu-west-3,405124853097,-,Sat Dec 13 2025 21:44:15 GMT+0200 (Eastern European Standard Time),rds,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-arekul,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-arekul,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:30 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
AwsDataCatalog,arn:aws:athena:ap-northeast-1:405124853097:datacatalog/AwsDataCatalog,athena:datacatalog,ap-northeast-1,405124853097,-,Sat Dec 20 2025 00:12:11 GMT+0200 (Eastern European Standard Time),athena,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-dd4bcq,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-dd4bcq,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:28 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-041c9279615bd6db1,arn:aws:ec2:eu-west-3:405124853097:security-group-rule/sgr-041c9279615bd6db1,ec2:security-group-rule,eu-west-3,405124853097,-,Fri Dec 19 2025 02:16:43 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default,arn:aws:events:ap-northeast-3:405124853097:event-bus/default,events:event-bus,ap-northeast-3,405124853097,-,Tue Dec 02 2025 05:37:19 GMT+0200 (Eastern European Standard Time),events,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-avhxyg,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-avhxyg,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:28 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-fygo7w,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-fygo7w,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:27 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
primary,arn:aws:athena:ap-northeast-3:405124853097:workgroup/primary,athena:workgroup,ap-northeast-3,405124853097,-,Mon Dec 15 2025 09:10:15 GMT+0200 (Eastern European Standard Time),athena,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-vuxfwp,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-vuxfwp,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:34 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
Shell-Dev-EC2-Read-Access,arn:aws:iam::405124853097:policy/Shell-Dev-EC2-Read-Access,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:05:02 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
AWSCodePipelineServiceRole-eu-west-3-stp-audit-dev,arn:aws:iam::405124853097:role/AWSCodePipelineServiceRole-eu-west-3-stp-audit-dev,iam:role,global,405124853097,-,Sun Dec 21 2025 11:28:10 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
/aws/codebuild/nla-web-production,arn:aws:logs:eu-west-3:405124853097:log-group:/aws/codebuild/nla-web-production,logs:log-group,eu-west-3,405124853097,-,Wed Dec 17 2025 17:02:04 GMT+0200 (Eastern European Standard Time),logs,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/AWSCodePipelineServiceRole-eu-west-3-loyalty-integration-dev-pipeline,arn:aws:iam::405124853097:policy/service-role/AWSCodePipelineServiceRole-eu-west-3-loyalty-integration-dev-pipeline,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:05:09 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-bwim60,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-bwim60,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:31 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
rds:dev-stp-postgres-2025-12-16-09-46,arn:aws:rds:eu-west-3:405124853097:snapshot:rds:dev-stp-postgres-2025-12-16-09-46,rds:snapshot,eu-west-3,405124853097,-,Sat Dec 20 2025 16:13:24 GMT+0200 (Eastern European Standard Time),rds,2,CPG-Shell-Dev,(not tagged),(not tagged),(not tagged),Stopped By instance-scheduler 2025-04-29 17:00 UTC,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
rds:dev-db-2025-12-19-13-25,arn:aws:rds:eu-west-3:405124853097:snapshot:rds:dev-db-2025-12-19-13-25,rds:snapshot,eu-west-3,405124853097,-,Sat Dec 20 2025 16:13:24 GMT+0200 (Eastern European Standard Time),rds,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
